iteration,startX,startY,goalX,goalY,algorithm,heuristic,map,width,height,size,density,distance,blocked,nodesExpanded,nodesGenerated,nodesVisited,nodesExcluded,jumpPoints,jumpPointChecks,foundGoal,steps,time
0,122,2,2,123,ASTAR,Manhattan,Paths_125x125,126,126,15876,0.22675736961451248,241.0,3600,125,497,126,125,0,0,true,247,22.33
0,122,2,2,123,JPS,Manhattan,Paths_125x125,126,126,15876,0.22675736961451248,241.0,3600,80,158,81,80,158,4040,true,204,36.373
